Date,Ouverture,Plus Haut,Plus Bas,Ferme,Clôture Ajustée,Volume
17 juin 2021,"129,80","132,55","129,65","131,79","129,28",96 721 700
16 juin 2021,"130,37","130,89","128,46","130,15","127,67",91 815 000
15 juin 2021,"129,94","130,60","129,39","129,64","127,17",62 746 300
14 juin 2021,"127,82","130,54","127,07","130,48","128,00",96 906 500
11 juin 2021,"126,53","127,44","126,10","127,35","124,93",53 522 400
10 juin 2021,"127,02","128,19","125,94","126,11","123,71",71 186 400
9 juin 2021,"127,21","127,75","126,52","127,13","124,71",56 877 900
8 juin 2021,"126,60","128,46","126,21","126,74","124,33",74 403 800
7 juin 2021,"126,17","126,32","124,83","125,90","123,51",71 057 600
4 juin 2021,"124,07","126,16","123,85","125,89","123,50",75 169 300
3 juin 2021,"124,68","124,85","123,13","123,54","121,19",76 229 200
2 juin 2021,"124,28","125,24","124,05","125,06","122,68",59 278 900
1 juin 2021,"125,08","125,35","123,94","124,28","121,92",67 637 100
28 mai 2021,"125,57","125,80","124,55","124,61","122,24",71 311 100
27 mai 2021,"126,44","127,64","125,08","125,28","122,90",94 625 600
26 mai 2021,"126,96","127,39","126,42","126,85","124,44",56 575 900
25 mai 2021,"127,82","128,32","126,32","126,90","124,49",72 009 500
24 mai 2021,"126,01","127,94","125,94","127,10","124,68",63 092 900
21 mai 2021,"127,82","128,00","125,21","125,43","123,04",79 295 400
20 mai 2021,"125,23","127,72","125,10","127,31","124,89",76 857 100
19 mai 2021,"123,16","124,92","122,86","124,69","122,32",92 612 000
18 mai 2021,"126,56","126,99","124,78","124,85","122,48",63 342 900
17 mai 2021,"126,82","126,93","125,17","126,27","123,87",74 244 600
14 mai 2021,"126,25","127,89","125,85","127,45","125,03",81 918 000
13 mai 2021,"124,58","126,15","124,26","124,97","122,59",105 861 300
12 mai 2021,"123,40","124,64","122,25","122,77","120,43",112 172 300
11 mai 2021,"123,50","126,27","122,77","125,91","123,52",126 142 800
10 mai 2021,"129,41","129,54","126,81","126,85","124,44",88 071 200
7 mai 2021,"130,85","131,26","129,48","130,21","127,73",78 973 300
6 mai 2021,"127,89","129,75","127,13","129,74","127,06",78 128 300
5 mai 2021,"129,20","130,45","127,97","128,10","125,45",84 000 900
4 mai 2021,"131,19","131,49","126,70","127,85","125,21",137 564 700
3 mai 2021,"132,04","134,07","131,83","132,54","129,80",75 135 100
30 avr. 2021,"131,78","133,56","131,07","131,46","128,74",109 839 500
29 avr. 2021,"136,47","137,07","132,45","133,48","130,72",151 101 000
28 avr. 2021,"134,31","135,02","133,08","133,58","130,82",107 760 100
27 avr. 2021,"135,01","135,41","134,11","134,39","131,61",66 015 800
26 avr. 2021,"134,83","135,06","133,56","134,72","131,93",66 905 100
23 avr. 2021,"132,16","135,12","132,16","134,32","131,54",78 657 500
22 avr. 2021,"133,04","134,15","131,41","131,94","129,21",84 566 500
21 avr. 2021,"132,36","133,75","131,30","133,50","130,74",68 847 100
20 avr. 2021,"135,02","135,53","131,81","133,11","130,36",94 812 300
19 avr. 2021,"133,51","135,47","133,34","134,84","132,05",94 264 200
16 avr. 2021,"134,30","134,67","133,28","134,16","131,39",84 922 400
15 avr. 2021,"133,82","135,00","133,64","134,50","131,72",89 347 100
14 avr. 2021,"134,94","135,00","131,66","132,03","129,30",87 222 800
13 avr. 2021,"132,44","134,66","131,93","134,43","131,65",91 266 500
12 avr. 2021,"132,52","132,85","130,63","131,24","128,53",91 420 000
9 avr. 2021,"129,80","133,04","129,47","133,00","130,25",106 686 700
8 avr. 2021,"128,95","130,39","128,52","130,36","127,66",88 844 600
7 avr. 2021,"125,83","127,92","125,14","127,90","125,25",83 466 700
6 avr. 2021,"126,50","127,13","125,65","126,21","123,60",80 171 300
5 avr. 2021,"123,87","126,16","123,07","125,90","123,30",88 651 200
1 avr. 2021,"123,66","124,18","122,49","123,00","120,46",75 089 100
31 mars 2021,"121,65","123,52","121,15","122,15","119,62",118 323 800
30 mars 2021,"120,11","120,40","118,86","119,90","117,42",85 671 900
29 mars 2021,"121,65","122,58","120,73","121,39","118,88",80 819 200
26 mars 2021,"120,35","121,48","118,92","121,21","118,70",94 071 200
25 mars 2021,"119,54","121,66","119,00","120,59","118,10",98 844 700
24 mars 2021,"122,82","122,90","120,07","120,09","117,61",88 530 500
23 mars 2021,"123,33","124,24","122,14","122,54","120,01",95 467 100
22 mars 2021,"120,33","123,87","120,26","123,39","120,84",111 912 300
19 mars 2021,"119,90","121,43","119,68","119,99","117,51",185 549 500
18 mars 2021,"122,88","123,18","120,32","120,53","118,04",121 229 700
17 mars 2021,"124,05","125,86","122,34","124,76","122,18",111 932 600
16 mars 2021,"125,70","127,22","124,72","125,57","122,97",115 227 900
15 mars 2021,"121,41","124,00","120,42","123,99","121,43",92 403 800
12 mars 2021,"120,40","121,17","119,16","121,03","118,53",88 105 100
11 mars 2021,"122,54","123,21","121,26","121,96","119,44",103 026 500
10 mars 2021,"121,69","122,17","119,45","119,98","117,50",111 943 300
9 mars 2021,"119,03","122,06","118,79","121,09","118,59",129 525 800
8 mars 2021,"120,93","121,00","116,21","116,36","113,95",154 376 600
5 mars 2021,"120,98","121,94","117,57","121,42","118,91",153 766 600
4 mars 2021,"121,75","123,60","118,62","120,13","117,65",178 155 000
3 mars 2021,"124,81","125,71","121,84","122,06","119,54",112 966 300
2 mars 2021,"128,41","128,72","125,01","125,12","122,53",102 260 900
1 mars 2021,"123,75","127,93","122,79","127,79","125,15",116 307 900
26 févr. 2021,"122,59","124,85","121,20","121,26","118,75",164 560 400
25 févr. 2021,"124,68","126,46","120,54","120,99","118,49",148 199 500
24 févr. 2021,"124,94","125,56","122,23","125,35","122,76",111 039 900
23 févr. 2021,"123,76","126,71","118,39","125,86","123,26",158 273 000
22 févr. 2021,"128,01","129,72","125,60","126,00","123,39",103 916 400
19 févr. 2021,"130,24","130,71","128,80","129,87","127,18",87 668 800
18 févr. 2021,"129,20","130,00","127,41","129,71","127,03",96 856 700
17 févr. 2021,"131,25","132,22","129,47","130,84","128,13",97 918 500
16 févr. 2021,"135,49","136,01","132,79","133,19","130,44",80 576 300
12 févr. 2021,"134,35","135,53","133,69","135,37","132,57",60 145 100
11 févr. 2021,"135,90","136,39","133,77","135,13","132,34",64 280 000
10 févr. 2021,"136,48","136,99","134,40","135,39","132,59",73 046 600
9 févr. 2021,"136,62","137,88","135,85","136,01","133,20",76 774 200
8 févr. 2021,"136,03","136,96","134,92","136,91","134,08",71 297 200
5 févr. 2021,"137,35","137,42","135,86","136,76","133,93",75 693 800
4 févr. 2021,"136,30","137,40","134,59","137,39","134,35",84 183 100
3 févr. 2021,"135,76","135,77","133,61","133,94","130,97",89 880 900
2 févr. 2021,"135,73","136,31","134,61","134,99","132,00",83 305 400
1 févr. 2021,"133,75","135,38","130,93","134,14","131,17",106 239 800
29 janv. 2021,"135,83","136,74","130,21","131,96","129,04",177 523 800
28 janv. 2021,"139,52","141,99","136,70","137,09","134,05",142 621 100
27 janv. 2021,"143,43","144,30","140,41","142,06","138,91",140 843 800
26 janv. 2021,"143,60","144,30","141,37","143,16","139,99",98 390 600
25 janv. 2021,"143,07","145,09","136,54","142,92","139,75",157 611 700
22 janv. 2021,"136,28","139,85","135,02","139,07","135,99",114 459 400
21 janv. 2021,"133,80","139,67","133,59","136,87","133,84",120 150 900
20 janv. 2021,"128,66","132,49","128,55","132,03","129,11",104 319 500
19 janv. 2021,"127,78","128,71","126,94","127,83","125,00",90 757 300
15 janv. 2021,"128,78","130,22","127,00","127,14","124,32",111 598 500
14 janv. 2021,"130,80","131,00","128,76","128,91","126,06",90 221 800
13 janv. 2021,"128,76","131,45","128,49","130,89","127,99",88 636 800
12 janv. 2021,"128,50","129,69","126,86","128,80","125,95",91 951 100
11 janv. 2021,"129,19","130,17","128,50","128,98","126,12",100 384 500
8 janv. 2021,"132,43","132,63","130,23","132,05","129,13",105 158 200
7 janv. 2021,"128,36","131,63","127,86","130,92","128,02",109 578 200
